Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
72001,7,8,3.13,27699,1426434.644,"02930 Kenneth Glen Apt. 117
East Michaeltown, NC 02319-9280"
51145,7,7,4.04,39369,913587.0974,"572 Shelton River Suite 617
Reyesland, DE 48811"
57684,7,7,4.3,43348,1116730.867,"014 Cheryl Plaza Suite 493
Lake Melinda, MH 07175"
63759,6,8,6.23,35072,1226586.921,"4976 Shields Mount Suite 333
East Michelehaven, CT 44471-9324"
68616,9,6,2.47,51792,1836978.483,"4518 Caleb Hills Apt. 029
East Shannon, VI 80699-6731"
66823,8,6,4.29,30852,1452153.849,"365 Sue Place Apt. 092
Lake Davidport, VT 70760"
67564,7,8,5.16,21880,1294750.368,"8783 Cristian Vista Suite 144
Lake Tiffany, HI 82995-2929"
68009,4,8,5.41,28908,1059870.965,"USNS Hernandez
FPO AA 27512"
73715,6,8,3.09,45541,1615346.75,"Unit 1515 Box 0124
DPO AA 13767"
50814,7,6,2.1,30767,1107692.003,"49703 Joshua Camp
Port Brianbury, OH 78964"
83814,9,7,3.39,51538,2330289.701,"125 Gillespie Plain
Whitefurt, MO 18599"
51667,8,8,3.45,41926,1116193.293,"016 Ashley Locks
Mortonstad, WY 58148"
69237,6,6,4.18,39400,1072253.834,"8534 Gina Route Apt. 739
Davischester, GA 71300-1917"
81100,6,7,4.33,29780,1626941.788,"81304 Jonathan Camp
Lake Tannerbury, RI 29349"
59304,7,9,3.44,43609,1669681.231,"90568 Garcia Vista
North Marioville, GU 75958-1328"
69611,4,6,4.04,39210,806121.8394,"02315 Franklin Crescent Suite 962
North Peter, RI 58237"
77402,6,8,6.14,39351,1680252.737,"031 Garza Springs Suite 573
Perryville, CA 13499-5935"
73386,5,8,4.3,38413,1186441.756,"USS Williams
FPO AA 31030"
70962,9,6,2.02,38252,1766248.403,"8749 Matthew Row
East Markport, IN 41253"
81182,7,8,5.27,26691,1641055.939,"619 Ralph Key Apt. 220
Josephberg, AZ 58966-3248"
57272,8,7,2.07,30099,1120894.804,"9048 Deborah View Apt. 049
New Laurie, PR 61237"
58872,8,7,5.16,25092,1325706.901,"7579 Walter Curve
Hartfort, VA 37328-6949"
74029,7,6,4.31,36360,1593347.849,"055 Tina Roads Suite 878
North Aprilshire, PW 13402"
56849,4,7,3.19,43523,605073.4908,"225 Brandi Avenue Apt. 147
Lopezbury, KS 51049"
73587,6,7,2.3,25272,1064509.523,"PSC 3878, Box 6882
APO AP 64687-9459"
49728,6,8,3.19,37609,872365.8799,"77621 Michael Fork Suite 487
Port Lauraland, AZ 23400-9348"
60631,6,8,3.11,40928,1117741.757,"98660 Williams Lock
West Jamesland, HI 66797"
78404,7,7,3.03,49398,1935172.995,"62128 Taylor Drive
New Frank, SD 32477-8796"
86611,5,8,3.01,45359,1668670.656,"4800 Flores Inlet Apt. 293
South Mary, MO 35793"
58914,7,6,2.46,35283,1072704.89,"1787 Paige Path
Justinmouth, DC 31345-4841"
75867,6,8,4.18,56294,1914746.582,"8893 Barbara Camp Apt. 439
Jefffort, VA 89472"
66582,5,6,3.25,18231,839194.0689,"456 Mitchell Causeway
Georgefort, NE 04481-1083"
62820,8,8,6.07,23734,1285157.87,"109 Smith Park
Laurachester, MP 38007"
69712,6,8,3.45,36291,1433614.967,"29718 Simmons Shores Apt. 119
Andreafurt, IN 14150"
82711,6,5,4.43,44769,1459342.887,"USNS Barrera
FPO AA 45323-4290"
58828,7,9,6.08,44277,1652845.981,"2260 Torres Crest
Lopezburgh, AK 74728"
53162,5,9,4.07,30535,725830.602,"196 Robinson Ways Apt. 994
Toddmouth, PW 54975"
79361,5,7,3.23,53875,1378863.688,"9881 Olson Drive
Alexanderbury, PA 91436-2120"
58326,6,7,6.31,31256,1003941.929,"1535 Debra Expressway Suite 755
Moonmouth, AL 23444"
55773,6,7,2.07,41639,729882.6249,"1968 Estes Turnpike Suite 663
South Carriefurt, NY 13185-2445"
71893,6,7,3.39,40364,1270047.528,"05664 House Tunnel
New Morganshire, MT 38939"
75923,7,6,2.16,49459,1695706.132,"86827 Castaneda Trail Suite 315
Lanceville, UT 64420-1882"
54648,6,8,4.09,20271,714822.5872,"80371 Timothy Views
Abigailborough, MN 16645"
71858,6,6,4.05,52564,1462899.031,"9817 William Drives Apt. 676
Port Michaelmouth, IL 88737"
67424,5,8,6.11,32413,1127260.126,"23133 Parker Spur
Brianland, ID 10645"
70565,5,7,4.5,38376,1014226.299,"3862 Jones Plains Suite 613
Lake Linda, ME 52695"
74237,5,5,4.35,37651,852982.5644,"238 Samuel Haven
South Michael, AL 99621"
58004,5,8,6.36,29183,830286.7066,"43128 King Branch Apt. 349
Mckeeview, NC 89358-6768"
101929,5,9,4.08,22805,1938866.49,"856 Harris Centers Suite 940
Nicholasport, IL 91064-1080"
55809,7,6,4.2,49002,1247645.41,"748 White Underpass
West Michael, CT 11080-9522"
48357,5,8,3.03,45207,813415.1281,"7278 Wiggins Square
South Nathan, FL 72804"
65018,5,6,2.37,26910,679373.4015,"319 Denise Run
Stephenview, PW 77941-4444"
66949,5,6,3.18,30324,814879.2063,"402 Steven Greens
East Terrence, FM 76774"
82849,6,6,4.47,40338,1489540.135,"66118 Torres Pike Apt. 446
West Kevinland, ME 01431-0177"
65851,7,7,5.09,36110,1468738.755,"5412 Smith Ports Apt. 902
West Jonstad, PA 43101-8130"
93579,6,6,4.49,38978,1859883.661,"258 Cummings Burg Apt. 469
North William, NC 21455-3269"
76114,7,7,5.02,42602,1558758.796,"674 Todd Ports
Parsonschester, VA 49485-9488"
84290,8,8,4.09,42768,2120888.345,"3999 Laura Lakes
Barnesport, FM 49833"
57716,6,8,5.16,19844,790598.827,"11190 Robinson Extension
Fieldsfort, CA 51614-8941"
85826,7,6,3.36,13983,1137465.336,"546 Mitchell Village Suite 737
Lake Vincent, OH 05404-1179"
62765,8,7,4.08,22272,1369753.282,"31651 Hale Walks
Port Henryfort, UT 45989"
70206,6,9,5.37,26973,1433221.122,"0247 Kenneth Burg
Port Angelica, WI 77878-6142"
66596,5,7,3.16,42385,1373048.099,"7793 Bradley Trail Suite 924
Nicholschester, OK 05492-7126"
64304,6,7,3.42,20215,941950.5795,"43275 Knight Walks Apt. 856
Jamesville, FL 18420-6564"
57359,7,7,3.14,22062,948279.9394,"16028 Sarah Isle Suite 386
East Clifford, PW 67999-0591"
74216,6,7,3.28,45069,1365036.084,"5976 Amanda Grove
Ritterport, SD 08541-1686"
68503,4,8,4.42,34699,1289082.363,"80906 Michael Grove Apt. 103
South Denise, KS 86144"
55481,6,10,3.46,42180,1398979.249,"20960 Leonard Loaf Apt. 902
South Lisabury, MA 55466"
75266,8,7,5.33,13108,1559678.613,"PSC 8409, Box 5628
APO AA 76710-9573"
68854,7,8,5.23,37483,1485677.064,"8938 Jose Lodge
Emilyside, CO 97593-5472"
74854,5,8,4.06,50538,1553592.98,"041 Claire Glens
Samanthaside, KS 70716-5226"
54634,6,8,6.3,41564,1179278.094,"572 Kayla Port Suite 910
New Catherine, UT 56845"
57098,8,6,2,42721,1262465.989,"7928 Evans Inlet
Port Sherriland, SC 82783"
68036,6,9,4.06,34175,1663509.393,"05890 Robin Brook Suite 649
East Bethton, MI 72561"
63129,5,7,3.02,39537,930011.5709,"065 Helen Oval Apt. 756
Kathrynborough, UT 72714-6759"
62937,6,9,3.14,38082,1584167.851,"678 Howe Lights
East Bryan, OR 66067"
82916,7,8,5.2,50446,2185480.091,"38531 Anna Estates Apt. 937
Kevinfurt, AZ 71789"
70139,6,7,4.05,44685,1529028.714,"67263 Garrett Knoll
Hineshaven, IN 52693-6366"
75611,6,7,6.18,22047,998240.8508,"576 Moore Stravenue
Stephaniemouth, OK 66676"
42822,7,5,3.34,29670,513215.9882,"43074 Armstrong Wall
West Timothychester, NH 29497-5681"
60145,7,8,5.19,25199,1136448.409,"USNS Reyes
FPO AA 35029"
87854,7,8,6.43,42302,1898668.844,"22912 Taylor Island
Brianside, MA 36738-0637"
66393,5,8,5.13,26623,1255576.273,"614 Leah Row Suite 729
Marissastad, NM 00794"
58204,6,7,5.41,46663,1367641.27,"97004 Gutierrez Greens Apt. 332
East Deniseview, RI 21012-8300"
88245,7,9,3.36,25792,1788285.239,"61508 Taylor Turnpike Suite 751
North Sherry, SC 21980-1722"
68738,5,8,6.18,34217,1230363.234,"46722 Avila Ford
Lake Sharonland, NY 80569"
56423,5,8,3.03,40156,1000216.858,"460 Morales Islands Apt. 118
West Jeffrey, NE 35494"
66678,4,7,5.02,23031,587007.8442,"827 Ferguson Isle
Rosebury, AL 61416-3167"
71517,8,8,5.02,40239,1734373.044,"653 Parker Overpass Suite 506
Susanshire, AZ 00328"
66098,4,6,4.19,37468,762167.2533,"41962 Castro Groves Suite 053
Jacquelinestad, PW 32378"
76423,8,8,5.25,24402,1532845.723,"66807 Johnson Prairie Apt. 849
Hernandezhaven, NE 29672"
72660,5,6,4.39,48712,1243501.651,"98734 Sharp Shoals Apt. 825
North Sharon, CA 40445-0695"
92787,5,7,2.24,36590,1628878.094,"2574 Richardson Trail
Villarrealland, MD 90258-8822"
78536,7,7,3.33,44280,1767330.934,"7069 Barajas Brooks
Martinezbury, VA 51924"
58111,6,7,2.41,49356,1308752.504,"97379 Erin Tunnel Suite 230
Wilsonside, CA 62038-2300"
71615,6,8,4.38,29922,1311681.42,"914 Ramirez Valleys
East Mark, NM 09382"
76814,7,7,3.11,31822,1567368.285,"4134 Susan Fords
Port Andreatown, DE 39559-2783"
73508,6,7,3.49,34895,1126821.109,"8580 Caleb Rapid Suite 109
Karenchester, AL 04190-4237"
63806,7,6,4.35,48434,1473761.532,"9731 Bryan Estate
North Teresafort, MA 43089-0152"
67652,6,6,4.42,50823,1366000.57,"12163 Carter Shoals Apt. 326
Deckerland, SD 16294"
69087,6,9,6.41,39890,1677612.442,"7303 Amber Locks Suite 812
North Kelly, IN 94856-6427"
93822,7,7,3.39,28556,1789973.205,"16991 Theresa Trace
Port Matthewshire, NC 66272"
89809,7,8,3.19,30847,1961715.867,"114 Michael Wall Apt. 387
Lake Taylor, ND 17489"
64897,6,5,2.01,33201,673225.1119,"4363 Tara Bridge Apt. 728
Rivasfurt, ND 04123"
61854,7,8,3.5,23811,1230391.468,"PSC 1123, Box 2566
APO AE 12036-0836"
64206,6,6,2.28,48650,1124818.114,"96480 Taylor Mews Apt. 138
New Justinmouth, PA 25004"
74872,7,7,3.17,20068,1090996.143,"933 Morgan Via Apt. 871
Nicolebury, AL 14624"
81981,6,8,3.33,41394,1570154.414,"79023 Ramirez Isle
East Jeffreyborough, CT 45650-3126"
52802,6,6,3.18,21518,685123.1393,"962 Brandon River Apt. 829
South Jamie, GU 95398"
54510,5,9,4.15,20211,845553.3695,"713 Anderson Lights Suite 346
North Katie, FM 72098"
61869,6,5,3.17,34967,974805.9937,"76329 Eric Mount Suite 495
Whiteville, AS 79813"
63655,8,7,3.17,16409,1247660.99,"960 Ferguson Ports Suite 436
Lake Denise, OK 51103-4597"
86032,5,7,5.16,35418,1381417.25,"519 David Ways Apt. 059
Port John, PW 73151-6724"
72749,7,9,6.28,40138,1726364.398,"231 Rodriguez Extensions
Ramirezview, UT 82819-9826"
61840,8,6,3.24,26065,961539.0599,"PSC 9596, Box 0250
APO AE 81289"
76520,6,7,2.17,28961,1359978.16,"117 Harper Harbor Apt. 891
North Harry, TN 24136"
76775,6,6,2.05,34314,1384466.437,"604 Angela Crescent
West Timothy, MP 45493"
76660,6,7,6.37,41718,1531447.285,"9224 Phillips Villages
Jamesbury, DC 07921"
71371,6,5,3.38,52266,1418595.727,"98797 Miller Manor
Kristinmouth, ID 05829"
83461,6,7,2.43,31385,1476386.996,"Unit 3589 Box 1542
DPO AA 16271-0224"
74741,6,6,4.36,29955,1168355.32,"3777 John Canyon Suite 968
Amberborough, WA 31105"
70229,7,8,6.25,28829,1222701.012,"238 Turner Cliffs Apt. 239
Amyburgh, PA 71224-5090"
72951,5,5,4.27,38711,987447.7775,"84076 Anderson Hills Apt. 983
South Justin, OK 66516"
58516,6,6,4.43,33776,982790.871,"22469 Amy Valleys
Edwardsberg, MD 02773"
52207,5,7,5.06,21096,527749.4039,"97665 Clark Roads
Brianmouth, ND 02995-1068"
72821,6,7,5.33,40594,1391232.527,"5869 Suarez Locks Suite 297
East Jonathanton, DE 82931"
66250,5,8,3.08,24202,1094321.883,"63443 Wesley Haven Apt. 970
Maryburgh, CO 32233"
74276,6,8,6.32,38536,1610217.177,"7587 Mcdonald Common Apt. 738
Elliottshire, DE 90107"
81167,8,6,4.5,28714,1768705.125,"372 Angela Summit Apt. 043
New Tiffany, NJ 35579"
56119,8,7,4.4,36041,1236258.08,"334 Robert Inlet
Thomasshire, CO 09495"
84998,6,6,3.5,28623,1329007.203,"173 Heather Extensions
Peggybury, AS 89149-2125"
69604,7,8,6.37,40684,1704126.876,"50340 Parker Islands Apt. 276
North Alexis, NV 71995-9163"
70775,6,7,3.2,40561,1321888.268,"0965 Walker Port
East Jennifer, MN 53589"
66237,7,5,3.22,38907,1113936.638,"2929 Rodriguez Pine
North Gregoryland, WY 79081"
57452,5,8,5.08,38533,1043628.37,"146 Margaret Drive
East Taylor, AR 62664"
66294,7,7,6.13,48878,1663653.71,"76518 Kristen Expressway
Bennettstad, NE 55780-9958"
69101,4,6,2.29,46139,969678.5673,"USNS Chaney
FPO AP 87928"
75730,6,8,4.21,29996,1183014.509,"11252 Waters Expressway Suite 333
Savannahtown, WA 87924-9404"
58600,6,7,3.43,26570,957814.6031,"2590 Warren Walk
Robertsport, NY 09253-2552"
59498,6,7,3.43,25401,912891.6806,"09767 Alvarado Rest
Donnaland, MP 95960"
72410,6,8,6.33,40606,1479758.318,"098 Melton Cliffs Apt. 580
Madisonmouth, SC 04285"
69317,6,8,4.28,24448,1431507.623,"PSC 3490, Box 0556
APO AE 04921"
68657,7,9,6.36,43834,1747911.496,"6258 Shirley Lock Suite 916
North Craig, HI 86453-3624"
71240,6,9,5.09,42567,1563083.336,"1191 Tate Islands Suite 460
Smithtown, ME 11150-3233"
73224,5,8,6.14,41113,1425745.297,"154 Lee Tunnel
Smallland, NC 15747-5815"
60968,6,6,4.29,28484,804453.8698,"0542 Brandon Mountain
Silvafurt, NE 88050-3603"
65936,5,8,4.16,36262,1060440.596,"7168 Morgan Viaduct
West Paulchester, KY 61596"
62774,4,7,4.06,41389,954737.1411,"1880 Samuel Fork Suite 830
Lake Elizabethfort, UT 41369-0237"
69305,5,7,3.4,29466,1152604.142,"326 Isaiah Isle
Stevenfort, UT 18732"
73219,4,6,4.19,31620,955943.809,"232 Andrade Cliffs Apt. 325
Lewismouth, VI 87172-1000"
63788,5,6,3.25,22450,433247.1566,"4619 Doyle Causeway
New Gilbert, WY 70871-5578"
76613,7,7,5.5,43251,1718876.795,"2499 George Stravenue
New Pamela, AK 46876"
64461,8,7,2.04,34211,1236874.809,"24231 Woods Alley Apt. 225
Ralphfurt, PA 09827-4337"
41533,7,5,4.24,31685,682200.3006,"059 Morris Summit
New Whitney, NY 73137"
79576,5,6,4.04,31050,1141916.525,"4827 Kelsey Glen Suite 220
Michaeltown, MD 34529"
82185,5,5,4.19,29259,1162735.272,"Unit 4395 Box 2223
DPO AE 68423-9498"
69853,7,8,6,41914,1681340.635,"8408 Lam Mountains
Robertside, SD 61154-0104"
51520,7,6,4.13,43259,945981.5296,"15429 Janice Lock
Jessicaville, MD 71946"
48617,7,7,4.45,29770,854045.0138,"69330 Vasquez Square Apt. 177
West Douglasland, NV 48332"
63325,8,6,4.42,43282,1372994.29,"PSC 5511, Box 3978
APO AA 43113"
65016,3,8,6.05,15903,414571.2229,"584 Rick Cove
Leeberg, ND 15540-8557"
76856,5,6,2.37,45388,1240319.692,"6948 Michelle Tunnel
South Christopherville, NM 47337-9117"
75302,7,8,4.48,42383,1640646.67,"63283 Simmons Meadows Apt. 194
North Amandaville, MO 55928"
69439,6,7,4.48,57775,1537335.897,"898 Craig Ridge Apt. 204
Coryfort, GA 66710-2535"
75764,5,7,2.38,36712,1337966.927,"97282 Moore Knoll Suite 107
West Megan, AS 39793-7339"
68815,5,5,3.2,42286,1085113.451,"49682 Brett Square
New Andrea, NH 32549"
60912,6,6,4.21,20916,905328.7691,"2378 Christine Oval
North Michaelborough, CT 83476"
41007,5,6,3.39,39527,494742.5436,"682 Lara Hollow Suite 021
South Shannonmouth, KY 33314-3669"
61950,6,6,2.34,42093,1237360.718,"50415 Julia Lane Apt. 645
Lake Emilyfort, KY 92027-9820"
67422,5,8,6.04,20167,864899.485,"9641 Jackie Brook
Timothyshire, PW 16107"
68428,5,6,3.22,31074,1002192.582,"3228 Kathy Shores Suite 923
North Nathaniel, RI 37530"
61840,6,7,4.48,17245,800110.1189,"802 Lauren Locks
Scotttown, KY 33922-1795"
62835,7,7,5.16,50098,1410331.825,"2144 Jackson Path Apt. 300
Charleneland, NM 58522"
72485,4,6,2.45,43134,1036382.766,"1608 Andrews Rest Apt. 672
Richardshire, IN 92603"
60946,5,6,3.08,34163,437146.0204,"53074 Alexis Village Apt. 437
Floydland, DC 23157"
83730,4,5,3.19,12906,624432.966,"914 Beasley Pines Suite 756
Lake Phillip, VA 85426"
57606,7,6,2.33,49411,1179440.832,"USS Thomas
FPO AA 60174-6263"
75358,9,7,3.2,21320,1740404.967,"84910 Lloyd Green Apt. 744
Lake Lynn, AK 73257-6707"
53927,5,6,3.35,37876,706135.1446,"880 Lee Groves Suite 157
West Jeffrey, HI 92567-7167"
60776,7,6,3.5,28319,870252.411,"698 Julie Shoals Suite 296
Christensentown, WI 62082"
69649,5,7,3.17,36039,1106149.686,"66285 Drake Hollow Suite 740
New Shannonhaven, VA 07026-9938"
59296,5,8,4.44,46785,1192677.55,"5115 Anderson Plains
Wilkinsonbury, ND 95001-4548"
97548,5,7,2.5,39089,2026303.098,"349 Sean Forges
Whitakerville, WY 85138-4153"
61689,7,8,6.15,35553,1311473.323,"Unit 6166 Box 9012
DPO AA 29420-5875"
72470,6,8,3.07,27228,1123386.531,"69260 Brenda Overpass Apt. 620
Port Nicolestad, UT 49247"
76048,7,8,6.43,22470,1205750.232,"981 Melanie Route Suite 924
South Johnny, VA 94359-3209"
79186,6,9,6.38,17840,1582140.06,"448 Middleton View
Jenniferton, GA 83163-3132"
49220,5,6,2.33,46982,573434.6642,"90759 Beth Manors Apt. 532
Williamport, RI 50228"
80040,6,8,5.5,29699,1735826.005,"8337 Cody Fields Apt. 592
Tinafurt, GU 56684-5907"
51996,7,7,2.3,47074,1052185.176,"019 Richard Mountain Apt. 282
East Melaniebury, IN 51530-5215"
52711,8,8,4.49,25594,1151281.847,"36330 Rodriguez Cape Suite 137
East Ashleyshire, HI 61481-1240"
56934,8,8,3.08,37076,1531216.894,"USCGC Sanchez
FPO AP 77447"
66761,6,6,3.06,42293,1103352.601,"76265 Morris Walks
Lake Jamesland, MN 54821"
52377,5,4,2.2,34189,308199.8912,"951 Richard Ford Suite 733
Oneillside, NE 17071-7757"
70224,7,7,4.38,40274,1423296.118,"236 Kramer Oval Apt. 169
New Crystal, NJ 58341"
62613,7,7,3.32,40790,1315684.457,"027 Brandy Plaza Apt. 534
Hendricksmouth, PW 87092-1532"
80285,5,4,2.2,23457,637951.9056,"9488 Wood Hill
New Jesseton, IL 19753"
66812,6,5,2.06,33499,1027191.029,"39656 Julie Ways
South Richardshire, WV 91991-0615"
51142,5,7,6.25,41873,729678.6262,"USCGC Williams
FPO AE 95935-4246"
90535,6,6,2.24,42249,1676770.331,"9912 Anderson Bridge
Port Chad, NY 38307"
93186,6,7,2.16,23723,1569121.917,"719 Yvonne Station
Patrickfort, MO 43725-2826"
70743,5,5,3.31,26898,874969.6969,"7526 Kara Club Suite 242
Deannabury, KY 79535"
56025,7,7,4.15,36216,1172413.197,"428 Jacobs Overpass
Bradyville, NE 27399"
76225,6,5,2.39,50003,1538985.189,"85934 Stephen Passage Suite 880
Kramermouth, KY 23168"
89671,4,9,5.07,15626,1286572.979,"7557 William Plains
Tamarabury, PW 76806-8720"
89826,7,7,3.46,18598,1646033.41,"09777 Ortega Drive
Leefort, AZ 98396"
61014,7,6,3.04,34772,1147313.02,"33137 Amanda Shoals Apt. 794
Burnettview, MH 63625-7023"
63362,6,6,4.02,34972,976483.5805,"14640 James Freeway
Lake Nathanchester, HI 32651"
57086,6,7,4.03,39003,1073350.044,"97843 Jessica Drive
Stephenborough, AL 57418-2908"
69045,4,6,4.09,34764,1084255.678,"937 Singh Greens
Bakerfort, HI 27291"
81439,5,7,2.29,43340,1432252.081,"1509 Courtney Islands Apt. 510
Port Kenneth, IN 97618"
78300,7,8,3.37,39298,1676070.943,"60626 Lopez Circles
Jonathanberg, NV 15215"
87386,6,6,3.5,31736,1580557.01,"59562 Edward Creek
Katherineborough, CT 42078"
83150,6,6,3.45,45986,1549873.88,"0306 Hernandez Club Apt. 883
Aguirrechester, HI 88830"
94085,6,9,5.15,31011,1989672.524,"61316 Julie Turnpike Suite 237
Williammouth, AL 52135-3954"
60710,5,8,6.41,44101,1286980.807,"54528 William Streets Apt. 691
Anthonyhaven, IA 31543"
71309,8,8,4.35,32357,1752967.605,"701 Michael Courts
Lake Diamondchester, ND 59260-2575"
93304,5,8,3.42,38163,1529711.14,"8619 Brandon Coves
West John, SC 38987"
85631,6,9,4.4,42812,1710612.03,"242 Scott Fork Apt. 801
West Brianhaven, AS 10256-3621"
51360,6,6,2.28,40797,774009.5476,"1939 Ortiz Springs
Rogersfurt, KY 08574"
75869,6,6,3.42,39296,1536143.592,"37770 Travis Way Suite 466
East Cynthia, FM 20131-8633"
82733,6,8,5.5,39061,1662939.097,"06954 Shane Fort
South Jamesfurt, RI 46652-5410"
67043,6,6,4.22,53739,1443027.263,"60943 Travis Station Suite 213
Jacobton, NM 98775"
67037,6,7,3.06,41042,1282258.093,"96065 King Loop Suite 246
Kylehaven, SC 68949-5123"
56697,7,9,3.06,26083,1245967.799,"131 Weber Plain
South Brittney, KY 62380-9095"
65837,6,7,4.09,18250,1025908.914,"098 Marissa Village Apt. 996
Tinatown, SC 06354-8234"
79478,6,7,3.17,30411,1380070.45,"4638 Brown Ridges
East Victoria, WI 18252-6242"
55048,4,6,2.14,25093,288708.9121,"PSC 6367, Box 8767
APO AP 41574-6578"
80613,5,8,5.46,35692,1247581.212,"09890 Jackson Circle Apt. 190
New Krista, AR 82878-0303"
76848,7,8,6.12,43978,1767399.29,"1109 Poole Estate
New Kathryn, AR 21503"
83587,7,7,4.5,34278,1588549.501,"6638 Patrick Mountains Apt. 899
Reedmouth, IN 33047"
86343,6,7,3.26,35780,1685217.105,"6881 Michael Knolls
North Deborah, PA 22711-5716"
65846,6,7,3.18,28214,928950.0032,"12315 Johnson Corners Suite 788
West Tyler, WV 04839"
69577,6,8,5.05,48122,1565931.192,"8363 Michael Manor
Welchbury, WY 49675"
61581,5,7,2.2,43071,926882.9195,"360 Gray Shore
North Cherylside, PR 98151-1382"
79097,6,8,5.09,43951,1770616.93,"PSC 4708, Box 5599
APO AA 90727"
68988,6,8,4.36,28735,1279353.925,"85057 Steven Common Suite 196
Jamesmouth, RI 95375"
46926,5,5,3.16,53820,530764.6725,"9551 Rhonda Inlet
West Jeffrey, AL 23901"
84708,8,8,4.09,28219,1874895.602,"39963 Dustin Garden Suite 315
Porterport, FL 25335-2659"
79619,6,7,6.17,34605,1422890.021,"33640 King Via Suite 489
North Michelleside, FL 74030-0766"
61795,7,7,4.01,40719,1245788.303,"16804 Patrick Lodge Apt. 946
East Bradley, SD 93895"
54621,6,7,5.25,44500,1248130.521,"8393 Raymond River
New Francisco, KY 28146-9843"
70154,7,7,4.17,31863,1535564.552,"708 Ronald Lodge
Wallberg, NC 99284-2612"
79293,7,8,4.26,27773,1709441.806,"7763 Anderson Summit
South Ashleyport, KS 30939-6959"
67348,5,9,4.11,52158,1433260.228,"0942 White Key
Cynthiaborough, MN 74981-2216"
73356,7,8,6,28008,1282758.903,"Unit 0474 Box 5567
DPO AA 77678"
68958,6,8,3.37,46682,1682708.617,"Unit 0375 Box 5726
DPO AE 97365"
44088,8,6,2.44,31033,624482.7636,"71471 Mcgrath Passage Apt. 044
Mendezville, NV 28559-8349"
80650,5,8,6.1,54516,1651684.774,"52214 Bruce Island
New Pamela, WY 80939-1528"
57945,5,7,3.14,23040,768034.5331,"95430 Leach Hollow
Gordonview, NE 01088-0293"
63626,5,6,2.31,35778,1001876.606,"0285 James Crossroad Apt. 384
Jessicaview, TN 23865"
60684,7,8,6.26,42643,1500821.469,"USS Cortez
FPO AP 24063-2965"
90161,3,6,2.15,34010,1273988.483,"8934 Kristen Fall Suite 814
Gibbsview, DC 34096"
62016,5,7,2.09,48897,1031046.365,"505 Gonzalez Villages
West Holly, HI 79586-9203"
79261,5,8,6.45,36129,1508198.672,"64087 Chad Ford
Weissside, NE 91504"
49206,6,7,4,30396,773996.4762,"70252 Jones Track
North Carlaville, AK 16083"
84974,7,8,6.08,38072,1723706.759,"PSC 8482, Box 8446
APO AE 38902"
80574,4,8,3.02,34412,1260826.638,"1911 Kathy Creek Apt. 339
Lake Craigshire, DE 27255-4685"
71062,7,7,4.41,30771,1367142.717,"333 Eric Avenue
Josephmouth, AS 16402"
85828,5,7,5.49,29248,1303091.91,"4258 Johnson Square
New Christopher, GU 59235"
67869,7,6,4.04,32732,1341870.354,"98552 Scott Street Apt. 104
Port Jennifer, RI 77598-1581"
72779,6,8,4.01,24559,1188416.806,"17598 Dennis Brook
Greenton, WY 81859"
73305,5,8,6.24,24284,1155077.131,"238 Delgado Center
East Charlotte, GU 19126-4603"
68026,5,7,4.23,35479,1048969.493,"05581 Thompson Mountains
Lake Darlenefurt, NH 44102-3505"
